lakeid,year,daynum,sampledate,item,value,layer,lastice
AL,1989,179,1989-06-28,drsif,11370.359999999999,surf,1989-04-26
AL,1989,179,1989-06-28,nh4,6.5,surf,1989-04-26
AL,1989,179,1989-06-28,no3no2,8.5,surf,1989-04-26
AL,1989,179,1989-06-28,ph,8.2,surf,1989-04-26
AL,1989,179,1989-06-28,totnf,259,surf,1989-04-26
AL,1989,179,1989-06-28,totnuf,312,surf,1989-04-26
AL,1989,179,1989-06-28,totpf,7,surf,1989-04-26
AL,1989,179,1989-06-28,totpuf,13.5,surf,1989-04-26
AL,1989,206,1989-07-25,doc,4.73,surf,1989-04-26
AL,1989,206,1989-07-25,drsif,11573.279999999999,surf,1989-04-26
AL,1989,206,1989-07-25,nh4,17,surf,1989-04-26
AL,1989,206,1989-07-25,no3no2,6,surf,1989-04-26
AL,1989,206,1989-07-25,ph,8.66,surf,1989-04-26
AL,1989,206,1989-07-25,totnf,279,surf,1989-04-26
AL,1989,206,1989-07-25,totnuf,260,surf,1989-04-26
AL,1989,206,1989-07-25,totpf,8,surf,1989-04-26
AL,1989,206,1989-07-25,totpuf,10,surf,1989-04-26
AL,1989,234,1989-08-22,doc,4.71,surf,1989-04-26
AL,1989,234,1989-08-22,drsif,12660.839999999998,surf,1989-04-26
AL,1989,234,1989-08-22,nh4,17,surf,1989-04-26
AL,1989,234,1989-08-22,no3no2,1,surf,1989-04-26
AL,1989,234,1989-08-22,ph,8.64,surf,1989-04-26
AL,1989,234,1989-08-22,totnf,372,surf,1989-04-26
AL,1989,234,1989-08-22,totnuf,258,surf,1989-04-26
AL,1989,234,1989-08-22,totpf,9,surf,1989-04-26
AL,1989,234,1989-08-22,totpuf,15,surf,1989-04-26
AL,1989,262,1989-09-19,doc,4.19,surf,1989-04-26
AL,1989,262,1989-09-19,drsif,13723.32,surf,1989-04-26
AL,1989,262,1989-09-19,nh4,16,surf,1989-04-26
AL,1989,262,1989-09-19,no3no2,1,surf,1989-04-26
AL,1989,262,1989-09-19,ph,8.42,surf,1989-04-26
AL,1989,262,1989-09-19,totnf,258,surf,1989-04-26
AL,1989,262,1989-09-19,totnuf,434,surf,1989-04-26
AL,1989,262,1989-09-19,totpf,5,surf,1989-04-26
AL,1989,262,1989-09-19,totpuf,18,surf,1989-04-26
AL,1989,291,1989-10-18,doc,4.06,surf,1989-04-26
AL,1989,291,1989-10-18,drsif,15257.759999999998,surf,1989-04-26
AL,1989,291,1989-10-18,nh4,8,surf,1989-04-26
AL,1989,291,1989-10-18,no3no2,16,surf,1989-04-26
AL,1989,291,1989-10-18,ph,7.68,surf,1989-04-26
AL,1989,291,1989-10-18,totnf,249,surf,1989-04-26
AL,1989,291,1989-10-18,totnuf,263,surf,1989-04-26
AL,1989,291,1989-10-18,totpf,40,surf,1989-04-26
AL,1989,291,1989-10-18,totpuf,17,surf,1989-04-26
AL,1989,313,1989-11-09,doc,3.9,surf,1989-04-26
AL,1989,313,1989-11-09,drsif,13097.46,surf,1989-04-26
AL,1989,313,1989-11-09,nh4,9,surf,1989-04-26
AL,1989,313,1989-11-09,no3no2,1.5,surf,1989-04-26
AL,1989,313,1989-11-09,ph,7.6899999999999995,surf,1989-04-26
AL,1989,313,1989-11-09,totnf,269.5,surf,1989-04-26
AL,1989,313,1989-11-09,totnuf,317,surf,1989-04-26
AL,1989,313,1989-11-09,totpf,8,surf,1989-04-26
AL,1989,313,1989-11-09,totpuf,25.5,surf,1989-04-26
AL,1990,120,1990-04-30,doc,3.72,surf,1990-04-17
AL,1990,120,1990-04-30,drsif,13201.199999999999,surf,1990-04-17
AL,1990,120,1990-04-30,nh4,10,surf,1990-04-17
AL,1990,120,1990-04-30,no3no2,2,surf,1990-04-17
AL,1990,120,1990-04-30,ph,8.08,surf,1990-04-17
AL,1990,120,1990-04-30,totnf,206,surf,1990-04-17
AL,1990,120,1990-04-30,totnuf,249,surf,1990-04-17
AL,1990,120,1990-04-30,totpf,4,surf,1990-04-17
AL,1990,120,1990-04-30,totpuf,12,surf,1990-04-17
AL,1990,150,1990-05-30,doc,4.1,surf,1990-04-17
AL,1990,150,1990-05-30,drsif,11785.32,surf,1990-04-17
AL,1990,150,1990-05-30,nh4,15,surf,1990-04-17
AL,1990,150,1990-05-30,no3no2,2,surf,1990-04-17
AL,1990,150,1990-05-30,ph,8.13,surf,1990-04-17
AL,1990,150,1990-05-30,totnf,224,surf,1990-04-17
AL,1990,150,1990-05-30,totnuf,210,surf,1990-04-17
AL,1990,150,1990-05-30,totpf,9,surf,1990-04-17
AL,1990,150,1990-05-30,totpuf,10,surf,1990-04-17
AL,1990,178,1990-06-27,doc,4.21,surf,1990-04-17
AL,1990,178,1990-06-27,drsif,12172.919999999998,surf,1990-04-17
AL,1990,178,1990-06-27,nh4,0,surf,1990-04-17
AL,1990,178,1990-06-27,no3no2,0,surf,1990-04-17
AL,1990,178,1990-06-27,ph,8.3,surf,1990-04-17
AL,1990,178,1990-06-27,totnf,202,surf,1990-04-17
AL,1990,178,1990-06-27,totnuf,270,surf,1990-04-17
AL,1990,178,1990-06-27,totpf,4,surf,1990-04-17
AL,1990,178,1990-06-27,totpuf,11,surf,1990-04-17
AL,1990,205,1990-07-24,doc,4.25,surf,1990-04-17
AL,1990,205,1990-07-24,drsif,12715.56,surf,1990-04-17
AL,1990,205,1990-07-24,nh4,28,surf,1990-04-17
AL,1990,205,1990-07-24,no3no2,8,surf,1990-04-17
AL,1990,205,1990-07-24,ph,8.59,surf,1990-04-17
AL,1990,205,1990-07-24,totnf,215,surf,1990-04-17
AL,1990,205,1990-07-24,totnuf,254,surf,1990-04-17
AL,1990,205,1990-07-24,totpf,2,surf,1990-04-17
AL,1990,205,1990-07-24,totpuf,7,surf,1990-04-17
AL,1990,234,1990-08-22,doc,4.41,surf,1990-04-17
AL,1990,234,1990-08-22,drsif,14306.999999999998,surf,1990-04-17
AL,1990,234,1990-08-22,nh4,0,surf,1990-04-17
AL,1990,234,1990-08-22,no3no2,0,surf,1990-04-17
AL,1990,234,1990-08-22,ph,8.65,surf,1990-04-17
AL,1990,234,1990-08-22,totnf,314,surf,1990-04-17
AL,1990,234,1990-08-22,totnuf,409,surf,1990-04-17
AL,1990,234,1990-08-22,totpf,7,surf,1990-04-17
AL,1990,234,1990-08-22,totpuf,18,surf,1990-04-17
AL,1990,261,1990-09-18,doc,4.91,surf,1990-04-17
AL,1990,261,1990-09-18,drsif,15706.919999999998,surf,1990-04-17
AL,1990,261,1990-09-18,nh4,40,surf,1990-04-17
AL,1990,261,1990-09-18,no3no2,5,surf,1990-04-17
AL,1990,261,1990-09-18,ph,7.6,surf,1990-04-17
AL,1990,261,1990-09-18,totnf,286,surf,1990-04-17
AL,1990,261,1990-09-18,totnuf,423,surf,1990-04-17
AL,1990,261,1990-09-18,totpf,11,surf,1990-04-17
AL,1990,261,1990-09-18,totpuf,28,surf,1990-04-17
AL,1990,290,1990-10-17,drsif,15524.519999999999,surf,1990-04-17
AL,1990,290,1990-10-17,nh4,0,surf,1990-04-17
AL,1990,290,1990-10-17,no3no2,23,surf,1990-04-17
AL,1990,290,1990-10-17,ph,7.72,surf,1990-04-17
AL,1990,290,1990-10-17,totnf,269,surf,1990-04-17
AL,1990,290,1990-10-17,totnuf,408,surf,1990-04-17
AL,1990,290,1990-10-17,totpf,7,surf,1990-04-17
AL,1990,290,1990-10-17,totpuf,24,surf,1990-04-17
AL,1990,313,1990-11-09,doc,4.91,surf,1990-04-17
AL,1990,313,1990-11-09,drsif,10807.199999999999,surf,1990-04-17
AL,1990,313,1990-11-09,nh4,4,surf,1990-04-17
AL,1990,313,1990-11-09,no3no2,0,surf,1990-04-17
AL,1990,313,1990-11-09,ph,7.94,surf,1990-04-17
AL,1990,313,1990-11-09,totnf,256,surf,1990-04-17
AL,1990,313,1990-11-09,totnuf,416,surf,1990-04-17
AL,1990,313,1990-11-09,totpf,6,surf,1990-04-17
AL,1990,313,1990-11-09,totpuf,29,surf,1990-04-17
AL,1991,127,1991-05-07,doc,4,surf,1991-04-18
AL,1991,127,1991-05-07,drsif,12520.619999999999,surf,1991-04-18
AL,1991,127,1991-05-07,nh4,3,surf,1991-04-18
AL,1991,127,1991-05-07,no3no2,1,surf,1991-04-18
AL,1991,127,1991-05-07,ph,7.66,surf,1991-04-18
AL,1991,127,1991-05-07,totnf,182.5,surf,1991-04-18
AL,1991,127,1991-05-07,totnuf,280,surf,1991-04-18
AL,1991,127,1991-05-07,totpf,8,surf,1991-04-18
AL,1991,127,1991-05-07,totpuf,25.5,surf,1991-04-18
AL,1991,155,1991-06-04,doc,4.7,surf,1991-04-18
AL,1991,155,1991-06-04,drsif,12325.679999999998,surf,1991-04-18
AL,1991,155,1991-06-04,nh4,8,surf,1991-04-18
AL,1991,155,1991-06-04,no3no2,6,surf,1991-04-18
AL,1991,155,1991-06-04,ph,8.11,surf,1991-04-18
AL,1991,155,1991-06-04,totnf,192,surf,1991-04-18
AL,1991,155,1991-06-04,totnuf,278,surf,1991-04-18
AL,1991,155,1991-06-04,totpf,5,surf,1991-04-18
AL,1991,155,1991-06-04,totpuf,8,surf,1991-04-18
AL,1991,184,1991-07-03,doc,4.87,surf,1991-04-18
AL,1991,184,1991-07-03,drsif,12918.48,surf,1991-04-18
AL,1991,184,1991-07-03,nh4,24,surf,1991-04-18
AL,1991,184,1991-07-03,no3no2,2,surf,1991-04-18
AL,1991,184,1991-07-03,ph,8.04,surf,1991-04-18
AL,1991,184,1991-07-03,totnf,199,surf,1991-04-18
AL,1991,184,1991-07-03,totnuf,245,surf,1991-04-18
AL,1991,184,1991-07-03,totpf,5,surf,1991-04-18
AL,1991,184,1991-07-03,totpuf,10,surf,1991-04-18
AL,1991,211,1991-07-30,doc,4.58,surf,1991-04-18
AL,1991,211,1991-07-30,drsif,12685.919999999998,surf,1991-04-18
AL,1991,211,1991-07-30,nh4,9,surf,1991-04-18
AL,1991,211,1991-07-30,no3no2,1,surf,1991-04-18
AL,1991,211,1991-07-30,ph,8.13,surf,1991-04-18
AL,1991,211,1991-07-30,totnf,112,surf,1991-04-18
AL,1991,211,1991-07-30,totnuf,131,surf,1991-04-18
AL,1991,211,1991-07-30,totpf,1,surf,1991-04-18
AL,1991,211,1991-07-30,totpuf,8,surf,1991-04-18
AL,1991,239,1991-08-27,doc,4.885,surf,1991-04-18
AL,1991,239,1991-08-27,drsif,14078.999999999998,surf,1991-04-18
AL,1991,239,1991-08-27,nh4,7,surf,1991-04-18
AL,1991,239,1991-08-27,no3no2,0.5,surf,1991-04-18
AL,1991,239,1991-08-27,ph,8.594999999999999,surf,1991-04-18
AL,1991,239,1991-08-27,totnf,225,surf,1991-04-18
AL,1991,239,1991-08-27,totnuf,304,surf,1991-04-18
AL,1991,239,1991-08-27,totpf,3.5,surf,1991-04-18
AL,1991,239,1991-08-27,totpuf,12,surf,1991-04-18
AL,1991,266,1991-09-23,doc,4.63,surf,1991-04-18
AL,1991,266,1991-09-23,drsif,15572.399999999998,surf,1991-04-18
AL,1991,266,1991-09-23,ph,7.68,surf,1991-04-18
AL,1991,266,1991-09-23,totnf,266,surf,1991-04-18
AL,1991,266,1991-09-23,totnuf,418,surf,1991-04-18
AL,1991,266,1991-09-23,totpf,10,surf,1991-04-18
AL,1991,266,1991-09-23,totpuf,30,surf,1991-04-18
AL,1991,301,1991-10-28,doc,4.38,surf,1991-04-18
AL,1991,301,1991-10-28,drsif,15465.239999999998,surf,1991-04-18
AL,1991,301,1991-10-28,nh4,10,surf,1991-04-18
AL,1991,301,1991-10-28,no3no2,13,surf,1991-04-18
AL,1991,301,1991-10-28,ph,7.67,surf,1991-04-18
AL,1991,301,1991-10-28,totnf,298,surf,1991-04-18
AL,1991,301,1991-10-28,totnuf,337,surf,1991-04-18
AL,1991,301,1991-10-28,totpf,6,surf,1991-04-18
AL,1991,301,1991-10-28,totpuf,44,surf,1991-04-18
AL,1992,126,1992-05-05,doc,3.73,surf,1992-04-28
AL,1992,126,1992-05-05,drsif,15668.159999999998,surf,1992-04-28
AL,1992,126,1992-05-05,nh4,15,surf,1992-04-28
AL,1992,126,1992-05-05,no3no2,47,surf,1992-04-28
AL,1992,126,1992-05-05,ph,7.52,surf,1992-04-28
AL,1992,126,1992-05-05,totnf,235,surf,1992-04-28
AL,1992,126,1992-05-05,totnuf,373,surf,1992-04-28
AL,1992,126,1992-05-05,totpf,7,surf,1992-04-28
AL,1992,126,1992-05-05,totpuf,29,surf,1992-04-28
AL,1992,153,1992-06-01,doc,3.83,surf,1992-04-28
AL,1992,153,1992-06-01,drsif,13604.759999999998,surf,1992-04-28
AL,1992,153,1992-06-01,nh4,8,surf,1992-04-28
AL,1992,153,1992-06-01,no3no2,0,surf,1992-04-28
AL,1992,153,1992-06-01,ph,8.2,surf,1992-04-28
AL,1992,153,1992-06-01,totnf,176,surf,1992-04-28
AL,1992,153,1992-06-01,totnuf,254,surf,1992-04-28
AL,1992,153,1992-06-01,totpf,8,surf,1992-04-28
AL,1992,153,1992-06-01,totpuf,14,surf,1992-04-28
AL,1992,189,1992-07-07,doc,4.17,surf,1992-04-28
AL,1992,189,1992-07-07,drsif,12856.919999999998,surf,1992-04-28
AL,1992,189,1992-07-07,nh4,14,surf,1992-04-28
AL,1992,189,1992-07-07,no3no2,0,surf,1992-04-28
AL,1992,189,1992-07-07,ph,8.27,surf,1992-04-28
AL,1992,189,1992-07-07,totnf,175,surf,1992-04-28
AL,1992,189,1992-07-07,totnuf,279,surf,1992-04-28
AL,1992,189,1992-07-07,totpf,6,surf,1992-04-28
AL,1992,189,1992-07-07,totpuf,16,surf,1992-04-28
AL,1992,211,1992-07-29,doc,4.22,surf,1992-04-28
AL,1992,211,1992-07-29,drsif,13490.759999999998,surf,1992-04-28
AL,1992,211,1992-07-29,nh4,4,surf,1992-04-28
AL,1992,211,1992-07-29,no3no2,0,surf,1992-04-28
AL,1992,211,1992-07-29,ph,8.91,surf,1992-04-28
AL,1992,211,1992-07-29,totnf,236,surf,1992-04-28
AL,1992,211,1992-07-29,totnuf,318,surf,1992-04-28
AL,1992,211,1992-07-29,totpf,5,surf,1992-04-28
AL,1992,211,1992-07-29,totpuf,11,surf,1992-04-28
AL,1992,239,1992-08-26,doc,4.24,surf,1992-04-28
AL,1992,239,1992-08-26,drsif,14135.999999999998,surf,1992-04-28
AL,1992,239,1992-08-26,nh4,49,surf,1992-04-28
AL,1992,239,1992-08-26,no3no2,2,surf,1992-04-28
AL,1992,239,1992-08-26,ph,8.41,surf,1992-04-28
AL,1992,239,1992-08-26,totnf,230,surf,1992-04-28
AL,1992,239,1992-08-26,totnuf,264,surf,1992-04-28
AL,1992,239,1992-08-26,totpf,4,surf,1992-04-28
AL,1992,239,1992-08-26,totpuf,11,surf,1992-04-28
AL,1992,265,1992-09-21,doc,4.3149999999999995,surf,1992-04-28
AL,1992,265,1992-09-21,drsif,14028.84,surf,1992-04-28
AL,1992,265,1992-09-21,nh4,12,surf,1992-04-28
AL,1992,265,1992-09-21,no3no2,2,surf,1992-04-28
AL,1992,265,1992-09-21,ph,7.875,surf,1992-04-28
AL,1992,265,1992-09-21,totnf,241,surf,1992-04-28
AL,1992,265,1992-09-21,totnuf,490.5,surf,1992-04-28
AL,1992,265,1992-09-21,totpf,7.5,surf,1992-04-28
AL,1992,265,1992-09-21,totpuf,25,surf,1992-04-28
AL,1992,295,1992-10-21,doc,4.31,surf,1992-04-28
AL,1992,295,1992-10-21,drsif,15116.399999999998,surf,1992-04-28
AL,1992,295,1992-10-21,nh4,81,surf,1992-04-28
AL,1992,295,1992-10-21,no3no2,42,surf,1992-04-28
AL,1992,295,1992-10-21,ph,7.48,surf,1992-04-28
AL,1992,295,1992-10-21,totnf,384,surf,1992-04-28
AL,1992,295,1992-10-21,totnuf,439,surf,1992-04-28
AL,1992,295,1992-10-21,totpf,4,surf,1992-04-28
AL,1992,295,1992-10-21,totpuf,16,surf,1992-04-28
AL,1992,311,1992-11-06,doc,4.08,surf,1992-04-28
AL,1992,311,1992-11-06,drsif,15000.119999999999,surf,1992-04-28
AL,1992,311,1992-11-06,nh4,28.5,surf,1992-04-28
AL,1992,311,1992-11-06,no3no2,57,surf,1992-04-28
AL,1992,311,1992-11-06,ph,7.68,surf,1992-04-28
AL,1992,311,1992-11-06,totnf,299,surf,1992-04-28
AL,1992,311,1992-11-06,totnuf,379,surf,1992-04-28
AL,1992,311,1992-11-06,totpf,5,surf,1992-04-28
AL,1992,311,1992-11-06,totpuf,15,surf,1992-04-28
AL,1993,123,1993-05-03,doc,3.34,surf,1993-05-02
AL,1993,123,1993-05-03,drsif,14817.72,surf,1993-05-02
AL,1993,123,1993-05-03,nh4,38,surf,1993-05-02
AL,1993,123,1993-05-03,no3no2,79,surf,1993-05-02
AL,1993,123,1993-05-03,ph,7.27,surf,1993-05-02
AL,1993,123,1993-05-03,totnf,228,surf,1993-05-02
AL,1993,123,1993-05-03,totnuf,311,surf,1993-05-02
AL,1993,123,1993-05-03,totpf,9,surf,1993-05-02
AL,1993,123,1993-05-03,totpuf,24,surf,1993-05-02
AL,1993,155,1993-06-04,drsif,13055.279999999999,surf,1993-05-02
AL,1993,155,1993-06-04,nh4,67,surf,1993-05-02
AL,1993,155,1993-06-04,no3no2,57,surf,1993-05-02
AL,1993,155,1993-06-04,ph,7.84,surf,1993-05-02
AL,1993,155,1993-06-04,totnf,182,surf,1993-05-02
AL,1993,155,1993-06-04,totnuf,199,surf,1993-05-02
AL,1993,155,1993-06-04,totpf,3,surf,1993-05-02
AL,1993,155,1993-06-04,totpuf,11,surf,1993-05-02
AL,1993,181,1993-06-30,doc,4.5,surf,1993-05-02
AL,1993,181,1993-06-30,drsif,11958.599999999999,surf,1993-05-02
AL,1993,181,1993-06-30,nh4,35.5,surf,1993-05-02
AL,1993,181,1993-06-30,no3no2,1.5,surf,1993-05-02
AL,1993,181,1993-06-30,ph,8.01,surf,1993-05-02
AL,1993,181,1993-06-30,totnf,209,surf,1993-05-02
AL,1993,181,1993-06-30,totnuf,218.5,surf,1993-05-02
AL,1993,181,1993-06-30,totpf,5,surf,1993-05-02
AL,1993,181,1993-06-30,totpuf,8.5,surf,1993-05-02
AL,1993,207,1993-07-26,doc,4.06,surf,1993-05-02
AL,1993,207,1993-07-26,drsif,12314.279999999999,surf,1993-05-02
AL,1993,207,1993-07-26,nh4,62,surf,1993-05-02
AL,1993,207,1993-07-26,no3no2,0,surf,1993-05-02
AL,1993,207,1993-07-26,ph,8.21,surf,1993-05-02
AL,1993,207,1993-07-26,totnf,194,surf,1993-05-02
AL,1993,207,1993-07-26,totnuf,249,surf,1993-05-02
AL,1993,207,1993-07-26,totpf,6,surf,1993-05-02
AL,1993,207,1993-07-26,totpuf,12,surf,1993-05-02
AL,1993,238,1993-08-26,doc,4.07,surf,1993-05-02
AL,1993,238,1993-08-26,drsif,13538.64,surf,1993-05-02
AL,1993,238,1993-08-26,nh4,21.5,surf,1993-05-02
AL,1993,238,1993-08-26,no3no2,7,surf,1993-05-02
AL,1993,238,1993-08-26,ph,8.5,surf,1993-05-02
AL,1993,238,1993-08-26,totnf,215.5,surf,1993-05-02
AL,1993,238,1993-08-26,totnuf,222,surf,1993-05-02
AL,1993,238,1993-08-26,totpf,5,surf,1993-05-02
AL,1993,238,1993-08-26,totpuf,9,surf,1993-05-02
AL,1993,265,1993-09-22,doc,3.97,surf,1993-05-02
AL,1993,265,1993-09-22,drsif,14940.839999999998,surf,1993-05-02
AL,1993,265,1993-09-22,nh4,18,surf,1993-05-02
AL,1993,265,1993-09-22,no3no2,2,surf,1993-05-02
AL,1993,265,1993-09-22,ph,7.54,surf,1993-05-02
AL,1993,265,1993-09-22,totnf,223,surf,1993-05-02
AL,1993,265,1993-09-22,totnuf,359,surf,1993-05-02
AL,1993,265,1993-09-22,totpf,9,surf,1993-05-02
AL,1993,265,1993-09-22,totpuf,26,surf,1993-05-02
AL,1993,294,1993-10-21,doc,3.89,surf,1993-05-02
AL,1993,294,1993-10-21,drsif,15396.839999999998,surf,1993-05-02
AL,1993,294,1993-10-21,nh4,8,surf,1993-05-02
AL,1993,294,1993-10-21,no3no2,0,surf,1993-05-02
AL,1993,294,1993-10-21,ph,7.67,surf,1993-05-02
AL,1993,294,1993-10-21,totnf,229,surf,1993-05-02
AL,1993,294,1993-10-21,totnuf,293,surf,1993-05-02
AL,1993,294,1993-10-21,totpf,12,surf,1993-05-02
AL,1993,294,1993-10-21,totpuf,21,surf,1993-05-02
AL,1993,307,1993-11-03,doc,3.95,surf,1993-05-02
AL,1993,307,1993-11-03,drsif,15141.48,surf,1993-05-02
AL,1993,307,1993-11-03,nh4,8,surf,1993-05-02
AL,1993,307,1993-11-03,no3no2,2,surf,1993-05-02
AL,1993,307,1993-11-03,ph,7.56,surf,1993-05-02
AL,1993,307,1993-11-03,totnf,215,surf,1993-05-02
AL,1993,307,1993-11-03,totnuf,303,surf,1993-05-02
AL,1993,307,1993-11-03,totpf,6,surf,1993-05-02
AL,1993,307,1993-11-03,totpuf,18,surf,1993-05-02
AL,1994,123,1994-05-03,doc,3.14,surf,1994-04-20
AL,1994,123,1994-05-03,drsif,14940.839999999998,surf,1994-04-20
AL,1994,123,1994-05-03,nh4,14,surf,1994-04-20
AL,1994,123,1994-05-03,no3no2,0,surf,1994-04-20
AL,1994,123,1994-05-03,ph,7.84,surf,1994-04-20
AL,1994,123,1994-05-03,totnf,224,surf,1994-04-20
AL,1994,123,1994-05-03,totnuf,249,surf,1994-04-20
AL,1994,123,1994-05-03,totpf,7,surf,1994-04-20
AL,1994,123,1994-05-03,totpuf,28,surf,1994-04-20
AL,1994,157,1994-06-06,doc,3.29,surf,1994-04-20
AL,1994,157,1994-06-06,drsif,12639.179999999998,surf,1994-04-20
AL,1994,157,1994-06-06,nh4,6.5,surf,1994-04-20
AL,1994,157,1994-06-06,no3no2,1.5,surf,1994-04-20
AL,1994,157,1994-06-06,ph,7.8149999999999995,surf,1994-04-20
AL,1994,157,1994-06-06,totnf,263.5,surf,1994-04-20
AL,1994,157,1994-06-06,totnuf,272.5,surf,1994-04-20
AL,1994,157,1994-06-06,totpf,10,surf,1994-04-20
AL,1994,157,1994-06-06,totpuf,19,surf,1994-04-20
AL,1994,178,1994-06-27,doc,3.72,surf,1994-04-20
AL,1994,178,1994-06-27,drsif,12074.88,surf,1994-04-20
AL,1994,178,1994-06-27,nh4,39,surf,1994-04-20
AL,1994,178,1994-06-27,no3no2,6,surf,1994-04-20
AL,1994,178,1994-06-27,ph,8.54,surf,1994-04-20
AL,1994,178,1994-06-27,totnf,219,surf,1994-04-20
AL,1994,178,1994-06-27,totnuf,244,surf,1994-04-20
AL,1994,178,1994-06-27,totpf,0,surf,1994-04-20
AL,1994,178,1994-06-27,totpuf,5,surf,1994-04-20
AL,1994,208,1994-07-27,doc,4.415,surf,1994-04-20
AL,1994,208,1994-07-27,drsif,12355.32,surf,1994-04-20
AL,1994,208,1994-07-27,nh4,32,surf,1994-04-20
AL,1994,208,1994-07-27,no3no2,9,surf,1994-04-20
AL,1994,208,1994-07-27,ph,8.655000000000001,surf,1994-04-20
AL,1994,208,1994-07-27,totnf,206.5,surf,1994-04-20
AL,1994,208,1994-07-27,totnuf,330,surf,1994-04-20
AL,1994,208,1994-07-27,totpf,0,surf,1994-04-20
AL,1994,208,1994-07-27,totpuf,14,surf,1994-04-20
AL,1994,237,1994-08-25,doc,4.5,surf,1994-04-20
AL,1994,237,1994-08-25,drsif,13698.239999999998,surf,1994-04-20
AL,1994,237,1994-08-25,nh4,45,surf,1994-04-20
AL,1994,237,1994-08-25,no3no2,1,surf,1994-04-20
AL,1994,237,1994-08-25,ph,8.99,surf,1994-04-20
AL,1994,237,1994-08-25,totnf,169,surf,1994-04-20
AL,1994,237,1994-08-25,totnuf,174,surf,1994-04-20
AL,1994,237,1994-08-25,totpf,0,surf,1994-04-20
AL,1994,237,1994-08-25,totpuf,21,surf,1994-04-20
AL,1994,264,1994-09-21,doc,4.6,surf,1994-04-20
AL,1994,264,1994-09-21,drsif,13538.64,surf,1994-04-20
AL,1994,264,1994-09-21,nh4,17,surf,1994-04-20
AL,1994,264,1994-09-21,no3no2,3,surf,1994-04-20
AL,1994,264,1994-09-21,ph,8.7,surf,1994-04-20
AL,1994,264,1994-09-21,totnf,272,surf,1994-04-20
AL,1994,264,1994-09-21,totnuf,389,surf,1994-04-20
AL,1994,264,1994-09-21,totpf,7,surf,1994-04-20
AL,1994,264,1994-09-21,totpuf,18,surf,1994-04-20
AL,1994,290,1994-10-17,doc,4.455,surf,1994-04-20
AL,1994,290,1994-10-17,drsif,14351.46,surf,1994-04-20
AL,1994,290,1994-10-17,nh4,31.5,surf,1994-04-20
AL,1994,290,1994-10-17,no3no2,21.5,surf,1994-04-20
AL,1994,290,1994-10-17,ph,7.895,surf,1994-04-20
AL,1994,290,1994-10-17,totnf,208,surf,1994-04-20
AL,1994,290,1994-10-17,totnuf,454,surf,1994-04-20
AL,1994,290,1994-10-17,totpf,8,surf,1994-04-20
AL,1994,290,1994-10-17,totpuf,22,surf,1994-04-20
AL,1994,321,1994-11-17,doc,4.18,surf,1994-04-20
AL,1994,321,1994-11-17,drsif,14790.359999999999,surf,1994-04-20
AL,1994,321,1994-11-17,nh4,39,surf,1994-04-20
AL,1994,321,1994-11-17,no3no2,40,surf,1994-04-20
AL,1994,321,1994-11-17,ph,7.68,surf,1994-04-20
AL,1994,321,1994-11-17,totnf,194,surf,1994-04-20
AL,1994,321,1994-11-17,totnuf,244,surf,1994-04-20
AL,1994,321,1994-11-17,totpf,7,surf,1994-04-20
AL,1994,321,1994-11-17,totpuf,16,surf,1994-04-20
AL,1995,121,1995-05-01,doc,3.35,surf,1995-04-25
AL,1995,121,1995-05-01,drsif,14514.48,surf,1995-04-25
AL,1995,121,1995-05-01,nh4,24,surf,1995-04-25
AL,1995,121,1995-05-01,no3no2,3,surf,1995-04-25
AL,1995,121,1995-05-01,ph,7.89,surf,1995-04-25
AL,1995,121,1995-05-01,totnf,165,surf,1995-04-25
AL,1995,121,1995-05-01,totnuf,218,surf,1995-04-25
AL,1995,121,1995-05-01,totpf,4,surf,1995-04-25
AL,1995,121,1995-05-01,totpuf,14,surf,1995-04-25
AL,1995,150,1995-05-30,doc,3.5,surf,1995-04-25
AL,1995,150,1995-05-30,drsif,14072.159999999998,surf,1995-04-25
AL,1995,150,1995-05-30,nh4,3,surf,1995-04-25
AL,1995,150,1995-05-30,no3no2,0,surf,1995-04-25
AL,1995,150,1995-05-30,ph,7.9,surf,1995-04-25
AL,1995,150,1995-05-30,totnf,143,surf,1995-04-25
AL,1995,150,1995-05-30,totnuf,229,surf,1995-04-25
AL,1995,150,1995-05-30,totpf,6,surf,1995-04-25
AL,1995,150,1995-05-30,totpuf,17,surf,1995-04-25
AL,1995,177,1995-06-26,doc,4.07,surf,1995-04-25
AL,1995,177,1995-06-26,drsif,13880.64,surf,1995-04-25
AL,1995,177,1995-06-26,nh4,23,surf,1995-04-25
AL,1995,177,1995-06-26,no3no2,0,surf,1995-04-25
AL,1995,177,1995-06-26,ph,8.24,surf,1995-04-25
AL,1995,177,1995-06-26,totnf,271,surf,1995-04-25
AL,1995,177,1995-06-26,totnuf,317,surf,1995-04-25
AL,1995,177,1995-06-26,totpf,4,surf,1995-04-25
AL,1995,177,1995-06-26,totpuf,10,surf,1995-04-25
AL,1995,207,1995-07-26,doc,4.89,surf,1995-04-25
AL,1995,207,1995-07-26,drsif,14585.159999999998,surf,1995-04-25
AL,1995,207,1995-07-26,nh4,8,surf,1995-04-25
AL,1995,207,1995-07-26,no3no2,1,surf,1995-04-25
AL,1995,207,1995-07-26,ph,8.96,surf,1995-04-25
